,进水COD,进水温度,进水氨氮,进水TP,进水TN,进水SS,2号剩余泵瞬时流量,2号生物反应池瞬时流量,6-4号生物池NH3_1,6-4号生物池NH3_2,6-4号生物池厌氧段MLSS,6-4号生物池好氧段MLSS,6-4号生物池好氧段NO3,6-4号生物池缺氧段MLSS,6-4生物池DO1,6-4生物池DO2,6-4生物池DO3,6-4生物池DO4,7-1外回流流量2,内回流流量2
13,179.4568768,14.14994456,13.41528561,2.871896636,24.88738806,82.16971815,4.393127239,2.321579091,20.43648045,0.149866098,2.714663345,1.451884886,27.97031484,4.196887946,4.767935199,1.447592015,2.342946254,2.537406046,2.2193307,4.899897352
14,179.4619479,14.15182407,13.41579833,2.872512792,24.89688969,82.21305425,4.385453338,2.321505789,20.44830525,0.149872479,2.714263142,1.452348502,27.97140683,4.196959896,4.767716884,1.447354027,2.342634773,2.537801294,2.21931031,4.899892419
15,179.4673245,14.15370435,13.41634249,2.873135805,24.90656788,82.25664746,4.377799046,2.321432936,20.46012791,0.149879153,2.713862801,1.452813616,27.97249014,4.197031532,4.767497316,1.44711362,2.342323731,2.538192231,2.219289976,4.899887736
16,179.4730113,14.15558543,13.41691783,2.873765573,24.91642183,82.30050335,4.37016424,2.321360538,20.47194724,0.149886122,2.713462317,1.453279998,27.97356471,4.197102836,4.767276561,1.446870782,2.3420132,2.538578815,2.219269698,4.899883307
17,179.4790087,14.15746731,13.41752411,2.874401988,24.92645066,82.34462744,4.36254887,2.321288625,20.4837622,0.149893383,2.713061693,1.45374744,27.97463043,4.197173787,4.767054599,1.446625432,2.341703132,2.538960944,2.219249479,4.899879139
18,179.4853172,14.15934999,13.41816131,2.875044936,24.93665341,82.38902745,4.354952818,2.321217203,20.49557174,0.149900937,2.712660941,1.454215949,27.97568725,4.197244369,4.766831491,1.446377542,2.341393654,2.539338586,2.219229314,4.899875248
19,179.4919371,14.16123346,13.41882941,2.875694296,24.94702904,82.4337081,4.347376032,2.321146324,20.50737483,0.149908784,2.712260057,1.454685419,27.97673508,4.197314569,4.76660722,1.446127077,2.341084767,2.539711598,2.219209205,4.89987162
20,179.4988686,14.16311772,13.41952838,2.876349942,24.95757648,82.47867311,4.339818455,2.321075994,20.5191702,0.149916924,2.711859038,1.455155552,27.97777383,4.19738437,4.766381772,1.445874094,2.340776458,2.540079945,2.219189152,4.899868264
21,179.5061115,14.1650028,13.4202582,2.877011742,24.96829457,82.52392483,4.332280035,2.32100629,20.53095681,0.149925355,2.711457888,1.455626346,27.9788034,4.197453749,4.766155132,1.445618583,2.340468744,2.54044344,2.219169152,4.899865184
22,179.513666,14.16688865,13.4210188,2.877679557,24.97918207,82.56946852,4.324760716,2.320937221,20.54273385,0.149934078,2.711056608,1.456097746,27.97982377,4.197522694,4.765927233,1.44536063,2.340161683,2.540802057,2.219149203,4.899862361
23,179.5215317,14.16877528,13.42181048,2.878353241,24.99023766,82.61530705,4.317260445,2.320868883,20.55450028,0.149943091,2.710655192,1.45656976,27.98083485,4.197591198,4.765698057,1.445100218,2.339855343,2.541155624,2.2191293,4.899859791
24,179.5297084,14.17066267,13.42263354,2.87903264,25.00145993,82.6614402,4.309779167,2.320801287,20.5662551,0.149952392,2.710253643,1.457042189,27.98183661,4.197659251,4.76546758,1.444837418,2.339549749,2.541504118,2.219109442,4.899857506
25,179.5381956,14.17255085,13.42348827,2.879717597,25.01284739,82.70787201,4.302316833,2.320734512,20.57799763,0.149961978,2.709851966,1.457514856,27.98282895,4.197726842,4.765235783,1.444572293,2.339244893,2.541847448,2.219089632,4.899855492
26,179.5469929,14.17443981,13.42437497,2.880407943,25.02439848,82.75460218,4.294873389,2.320668571,20.58972726,0.14997185,2.709450155,1.457987709,27.98381184,4.197793967,4.76500272,1.44430494,2.338940834,2.542185642,2.219069875,4.899853737
27,179.5560996,14.17632954,13.42529392,2.881103507,25.03611154,82.80163054,4.287448777,2.320603541,20.60144336,0.149982004,2.709048205,1.458460684,27.98478519,4.197860619,4.764768373,1.444035435,2.338637707,2.542518594,2.219050166,4.899852249
28,179.5655149,14.17822003,13.42624543,2.881804103,25.04798484,82.84895643,4.280042876,2.320539437,20.61314518,0.14999244,2.708646097,1.458933635,27.985749,4.197926797,4.764532725,1.443763724,2.338335513,2.542846313,2.219030495,4.899851031
29,179.5752378,14.1801113,13.42722979,2.882509542,25.06001656,82.89658247,4.272655633,2.320476324,20.62483228,0.150003156,2.708243831,1.459406428,27.98670321,4.197992501,4.764295759,1.443489801,2.338034197,2.543168812,2.219010866,4.899850067
30,179.5852672,14.18200333,13.42824731,2.883219642,25.07220479,82.94451134,4.265286987,2.320414216,20.63650385,0.15001415,2.707841397,1.45987912,27.98764779,4.198057717,4.764057456,1.443213749,2.337733805,2.54348608,2.218991276,4.899849344
31,179.5956019,14.18389614,13.42929828,2.883934216,25.08454752,82.99274437,4.257936886,2.32035321,20.64815915,0.15002542,2.707438782,1.460351549,27.98858275,4.198122448,4.7638178,1.442935593,2.337434371,2.543798021,2.218971729,4.899848897
32,179.6062407,14.1857897,13.43038302,2.884653078,25.09704266,83.04128155,4.250605275,2.320293321,20.65979758,0.150036964,2.707035968,1.46082364,27.98950794,4.198186694,4.763576764,1.442655339,2.337135809,2.544104565,2.218952225,4.899848732
33,179.6171818,14.18768399,13.43150182,2.885376034,25.10968802,83.09012389,4.243292171,2.320234584,20.67141847,0.15004878,2.706632946,1.461295172,27.99042339,4.198250463,4.763334334,1.442372996,2.336838084,2.544405707,2.218932762,4.899848861
34,179.6284237,14.18957901,13.432655,2.886102871,25.12248131,83.13927272,4.235997521,2.320177017,20.68302108,0.150060866,2.706229694,1.461765953,27.99132913,4.198313758,4.763090561,1.442088627,2.336541229,2.544701356,2.218913333,4.89984928
35,179.6399642,14.19147474,13.43384286,2.886833369,25.13542015,83.18873077,4.228721273,2.320120672,20.69460483,0.150073218,2.705826203,1.462235862,27.99222512,4.198376587,4.762845431,1.441802284,2.336245287,2.54499146,2.21889394,4.89984998
36,179.6518007,14.19337118,13.4350658,2.88756729,25.1485021,83.23849887,4.221463377,2.320065568,20.70616916,0.150085832,2.705422453,1.462704968,27.99311137,4.198438954,4.762598966,1.441513949,2.335950198,2.54527594,2.218874587,4.899850977
37,179.6639352,14.19526831,13.43632418,2.888304388,25.1617246,83.28857697,4.214223781,2.320011759,20.71771344,0.150098706,2.705018431,1.463173166,27.99398791,4.198500866,4.762351155,1.441223667,2.335656012,2.545554791,2.218855275,4.899852258
38,179.6763694,14.19716612,13.43761807,2.889044449,25.17508636,83.33896556,4.207002435,2.319959265,20.72923693,0.150111836,2.704614126,1.463640331,27.99485467,4.198562329,4.762102078,1.440931418,2.335362649,2.545827905,2.218836008,4.899853833
39,179.6891069,14.19906458,13.43894754,2.889787249,25.18858603,83.38966684,4.199799286,2.319908151,20.74073911,0.150125218,2.704209531,1.464106303,27.99571169,4.198623344,4.761851726,1.440637272,2.335070135,2.546095281,2.218816786,4.89985571
40,179.702151,14.20096369,13.44031262,2.890532597,25.20222225,83.44068116,4.192614289,2.319858438,20.75221942,0.15013885,2.703804639,1.464571186,27.99655894,4.198683907,4.761600088,1.440341269,2.334778403,2.546356883,2.21879761,4.899857887
41,179.7155051,14.20286342,13.44171338,2.891280292,25.21599356,83.4920067,4.185447392,2.319810169,20.76367711,0.150152728,2.703399442,1.465034627,27.99739639,4.198744023,4.761347154,1.44004347,2.334487541,2.546612575,2.218778477,4.899860401
42,179.7291726,14.20476376,13.44314985,2.892030336,25.22989848,83.54364469,4.178298541,2.319763363,20.77511176,0.150166848,2.70299393,1.465496494,27.99822404,4.198803691,4.761092892,1.439743845,2.334197591,2.546862384,2.218759386,4.899863258
43,179.7431553,14.20666469,13.44462206,2.892782731,25.24393542,83.59559493,4.17116769,2.31971801,20.78652289,0.150181204,2.702588092,1.465956725,27.99904184,4.198862913,4.760837291,1.439442391,2.333908504,2.54710623,2.218740344,4.899866458
44,179.7574552,14.2085662,13.44613003,2.893537477,25.258104,83.6478562,4.16405479,2.319674127,20.7979099,0.15019579,2.702181928,1.466415378,27.99984988,4.198921673,4.7605803,1.439139151,2.333620191,2.547344014,2.218721349,4.899870005
45,179.7720741,14.21046828,13.44767378,2.894294573,25.27240379,83.70042634,4.156959793,2.319631742,20.80927237,0.1502106,2.701775421,1.466872235,28.00064817,4.198979964,4.760321908,1.438834077,2.333332492,2.547575594,2.218702402,4.899873889
46,179.7870139,14.21237089,13.44925333,2.895054019,25.28683436,83.75330675,4.149882645,2.319590874,20.82060987,0.150225627,2.701368566,1.467326934,28.00143673,4.199037777,4.760062073,1.438527167,2.33304538,2.547801021,2.218683502,4.899878107
47,179.802276,14.21427407,13.45086868,2.89581581,25.30139524,83.80649967,4.142823299,2.319551548,20.83192206,0.150240868,2.700961362,1.467779363,28.00221551,4.199095101,4.759800782,1.438218483,2.332759001,2.548020176,2.218664654,4.899882646
48,179.8178621,14.21617781,13.45251986,2.896579943,25.31608594,83.86000285,4.135781705,2.319513785,20.84320861,0.150256315,2.700553805,1.46822943,28.0029844,4.199151933,4.759538035,1.437908102,2.332473344,2.548232984,2.218645853,4.899887515
49,179.8337735,14.21808208,13.45420687,2.897346414,25.33090596,83.91382642,4.12875781,2.319477643,20.85446904,0.150271964,2.700145887,1.46867698,28.00374333,4.19920827,4.759273821,1.437596004,2.332188454,2.548439425,2.218627105,4.899892702
50,179.8500117,14.21998687,13.4559297,2.898115215,25.34585478,83.96797668,4.121751566,2.319443146,20.87077814,0.150287813,2.699737606,1.469121916,28.00449224,4.199264123,4.759008139,1.437282198,2.331904279,2.548639442,2.218608408,4.899898198
51,179.8665778,14.22189215,13.45768837,2.898886341,25.36093186,84.02244805,4.114762924,2.319410318,20.87263922,0.150303857,2.699328955,1.469564001,28.00523111,4.199319485,4.758740979,1.436966734,2.331620865,2.548832994,2.218589761,4.899903992
52,179.883473,14.2237979,13.45948288,2.899659762,25.37613666,84.07723755,4.107791833,2.319379182,20.88365468,0.150320089,2.698919932,1.470003088,28.00595994,4.199374344,4.758472348,1.436649675,2.331338215,2.549020009,2.218571165,4.899910085
53,179.900698,14.22570408,13.46131322,2.90043545,25.39146861,84.13234054,4.100838244,2.319349777,20.89464906,0.150336504,2.698510533,1.470439129,28.00667872,4.199428693,4.758202237,1.436331017,2.33105634,2.549200282,2.218552621,4.89991651
54,179.918254,14.22761067,13.46317939,2.901213344,25.40692711,84.18775595,4.093902109,2.319322125,20.90562206,0.150353098,2.698100768,1.470871978,28.00738751,4.199482519,4.75793062,1.436010838,2.330775209,2.549373748,2.218534134,4.89992328
55,179.9361414,14.22951765,13.4650814,2.901993383,25.42251159,84.24348468,4.086983442,2.319296272,20.91657341,0.150369864,2.697690626,1.471301596,28.00808623,4.199535823,4.757657488,1.43568906,2.33049482,2.549540355,2.218515702,4.899930401
56,179.954361,14.23142497,13.46701924,2.902775512,25.43822018,84.29952577,4.080082199,2.319272241,20.92750284,0.150386796,2.697280117,1.471727925,28.00877491,4.199588603,4.757382853,1.435365643,2.330215141,2.549700024,2.218497316,4.899937892
57,179.9729132,14.2333326,13.46899291,2.903559676,25.454051,84.35588039,4.073198332,2.319250053,20.93841007,0.150403885,2.696869239,1.472150871,28.00945356,4.199640829,4.757106706,1.435040621,2.32993618,2.5498528,2.218478961,4.899945747
58,179.9917983,14.23524047,13.4710024,2.904345843,25.47000219,84.4125482,4.066331796,2.319229733,20.94929485,0.150421127,2.696458003,1.472570348,28.01012222,4.199692502,4.756829067,1.43471396,2.329657817,2.549998479,2.218460635,4.899953959
59,180.0110175,14.23714855,13.4730477,2.905133979,25.48607184,84.46953029,4.059482542,2.3192113,20.96015695,0.150438513,2.69604641,1.472986287,28.01078091,4.199743624,4.756549927,1.434385751,2.329379959,2.550137044,2.218442331,4.899962505
60,180.0305722,14.2390568,13.47512841,2.90592405,25.50225807,84.52682626,4.052650519,2.319194781,20.97099611,0.150456038,2.695634458,1.473398727,28.01142966,4.199794204,4.7562693,1.434055978,2.329102745,2.550268317,2.218424052,4.899971396
61,180.050458,14.24096516,13.47724409,2.906716022,25.51855894,84.58443551,4.045835679,2.319180184,20.98181212,0.150473694,2.69522216,1.473807508,28.01206847,4.199844243,4.755987177,1.433724633,2.328826143,2.550392361,2.218405807,4.899980595
62,180.0706706,14.24287358,13.47939431,2.90750987,25.5349725,84.64235791,4.039037974,2.319167536,20.99260474,0.150491474,2.694809508,1.474212701,28.01269739,4.199893745,4.755703529,1.433391745,2.328549933,2.550509021,2.218387594,4.899990095
63,180.0912066,14.24478198,13.48157861,2.908305566,25.55149677,84.70059488,4.032257358,2.319156867,21.00337377,0.150509374,2.694396509,1.47461444,28.01331642,4.199942715,4.755418352,1.433057376,2.32827417,2.550618316,2.218369405,4.8999999
64,180.1120627,14.24669031,13.48379651,2.909103031,25.56812972,84.75914868,4.025493781,2.319148205,21.01411899,0.150527385,2.693983163,1.475012773,28.01392561,4.199991156,4.755131671,1.432721501,2.327998834,2.550720033,2.218351236,4.900009997
65,180.1332336,14.24859854,13.4860478,2.90990218,25.58486928,84.81801846,4.018747194,2.319141577,21.02484022,0.150545505,2.693569468,1.475407577,28.01452499,4.200039064,4.754843482,1.432384164,2.327723891,2.550814176,2.21833308,4.900020395
66,180.1547137,14.25050659,13.48833239,2.910702918,25.60171334,84.87720524,4.012017555,2.319137011,21.03553727,0.150563727,2.693155409,1.475798898,28.01511462,4.200086434,4.754553789,1.432045457,2.327449206,2.550900665,2.218314932,4.900031111
67,180.1765015,14.25241438,13.49065016,2.911505149,25.61865975,84.9367113,4.005304812,2.319134542,21.04620995,0.150582045,2.692740983,1.476186824,28.01569448,4.200133255,4.754262588,1.431705501,2.327174851,2.550979335,2.218296789,4.900042149
68,180.1985952,14.25432182,13.49300101,2.912308775,25.63570633,84.99653813,3.998608853,2.319134198,21.05685811,0.150600455,2.692326183,1.476571141,28.01626463,4.200179516,4.753969905,1.431364266,2.326900496,2.551050071,2.218278656,4.900053522
69,180.2209932,14.25622882,13.49538482,2.913113697,25.65285088,85.05668803,3.991929626,2.319136033,21.06748156,0.150618952,2.691911009,1.476951772,28.01682509,4.200225206,4.753675735,1.431021767,2.326626152,2.551112839,2.218260543,4.900065215
70,180.2436936,14.25813528,13.49780149,2.913919814,25.67009115,85.11716487,3.985267088,2.319140075,21.07808015,0.150637529,2.691495467,1.477328721,28.0173759,4.200270321,4.753380127,1.430678081,2.326351607,2.551167557,2.21824245,4.900077228
71,180.2666945,14.26004114,13.5002509,2.914727025,25.68742487,85.17797357,3.978621191,2.319146324,21.08865373,0.150656182,2.691079553,1.477701873,28.01791709,4.200314862,4.753083077,1.43033329,2.32607674,2.551214126,2.21822438,4.900089566
72,180.289994,14.26194629,13.50273294,2.915535227,25.70484974,85.23911667,3.971991887,2.319154811,21.09920217,0.150674906,2.690663268,1.478071215,28.01844875,4.200358829,4.752784605,1.429987302,2.325801525,2.551252419,2.218206329,4.900102281
73,180.31359,14.26385063,13.50524749,2.916344317,25.72236343,85.30060135,3.965379135,2.319165483,21.1097253,0.150693694,2.690246614,1.478436901,28.0189709,4.200402213,4.752484709,1.429640154,2.325525904,2.551282386,2.218188296,4.900115384
74,180.3374806,14.26575406,13.50779443,2.91715419,25.73996358,85.36243438,3.958782888,2.319178367,21.12022302,0.15071254,2.689829579,1.478799059,28.01948362,4.200445011,4.752183372,1.429291959,2.325249839,2.551303941,2.218170281,4.900128853
75,180.3616635,14.26765646,13.51037364,2.91796474,25.7576478,85.4246184,3.952203098,2.319193408,21.13069517,0.150731439,2.689412158,1.479157797,28.01998692,4.200487223,4.751880591,1.428942802,2.324973297,2.551316988,2.218152284,4.900142686
76,180.3861366,14.2695577,13.51298499,2.918775845,25.77541367,85.48715668,3.945639717,2.319210629,21.14114164,0.150750382,2.688994341,1.479512821,28.0204809,4.200528845,4.751576392,1.428592702,2.324696211,2.551321487,2.218134304,4.900156897
77,180.4108976,14.27145768,13.51562836,2.919587382,25.79325875,85.55005163,3.939092701,2.31922995,21.15156229,0.150769366,2.688576129,1.479863986,28.02096558,4.200569873,4.751270771,1.428241612,2.324418595,2.551317316,2.218116349,4.900171502
78,180.4359443,14.27335625,13.5183036,2.920399228,25.81118057,85.61330689,3.932562068,2.319251393,21.161957,0.150788384,2.688157521,1.48021118,28.02144103,4.200610304,4.750963774,1.427889593,2.324140252,2.551304391,2.218098431,4.900186515
79,180.4612742,14.27525329,13.52101058,2.921211263,25.82917663,85.67692337,3.926047777,2.319274867,21.17232564,0.150807429,2.687738519,1.480554531,28.02190737,4.200650136,4.7506554,1.427536681,2.323861159,2.551282555,2.218080549,4.900201951
80,180.4868849,14.27714866,13.52374915,2.922023383,25.84724441,85.74090133,3.919549782,2.319300394,21.18266808,0.150826496,2.687319126,1.480893951,28.02236466,4.200689369,4.75034571,1.42718289,2.323581116,2.55125184,2.218062701,4.900217831
81,180.512774,14.27904223,13.52651917,2.922835483,25.86538139,85.80523922,3.913068041,2.31932786,21.1929842,0.150845578,2.686899353,1.481229479,28.02281296,4.200727975,4.750034704,1.426828235,2.323300121,2.551212185,2.21804488,4.900234144
82,180.5389388,14.28093391,13.52932048,2.923647453,25.883585,85.86993804,3.906602515,2.319357281,21.20327387,0.150864669,2.686479209,1.481560988,28.02325231,4.200765941,4.749722393,1.42647283,2.323018091,2.551163555,2.218027082,4.900250896
83,180.5653769,14.28282356,13.53215293,2.924459179,25.90185264,85.93500161,3.90015316,2.319388556,21.21353699,0.150883765,2.686058713,1.481888417,28.02368277,4.200803256,4.749408779,1.426116806,2.32273513,2.551105825,2.218009311,4.900268103
84,180.5920854,14.28471102,13.53501637,2.92527056,25.92018169,86.00043789,3.893719936,2.319421698,21.22377342,0.150902859,2.685637877,1.48221158,28.02410437,4.200839914,4.749093802,1.42576024,2.322451029,2.551038955,2.217991571,4.900285759
85,180.6190607,14.28659614,13.53791062,2.926081495,25.93856948,86.06625197,3.887302799,2.319456619,21.23398304,0.150921949,2.68521671,1.482530434,28.02451721,4.200875906,4.748777461,1.425403168,2.322165656,2.550962873,2.217973864,4.900303881
86,180.646299,14.28847876,13.54083547,2.926891892,25.95701334,86.13245015,3.880901708,2.319493331,21.24416572,0.150941029,2.684795228,1.482844964,28.02492138,4.200911229,4.748459759,1.425045604,2.321878807,2.550877553,2.217956184,4.900322452
87,180.6737921,14.29035871,13.54379067,2.927701834,25.97551053,86.19903923,3.874516622,2.319531745,21.25432134,0.150960095,2.684373447,1.483154981,28.02531685,4.200945883,4.748140696,1.42468757,2.321590522,2.550782862,2.217938531,4.900341472
88,180.7015315,14.29223583,13.54677566,2.928511449,25.99405835,86.26602788,3.868147502,2.319571871,21.26444977,0.150979143,2.683951385,1.483460454,28.02570374,4.200979863,4.74782021,1.424329125,2.321300745,2.550678781,2.217920907,4.900360925
89,180.7295098,14.29410996,13.54978987,2.929320865,26.01265405,86.33342293,3.861794305,2.319613595,21.27455089,0.150998169,2.68352905,1.483761612,28.02608209,4.201013168,4.747498299,1.42397034,2.321009321,2.550565147,2.217903308,4.900380805
90,180.7577192,14.2959809,13.55283271,2.930130182,26.03129489,86.40123216,3.855456992,2.319656922,21.28462458,0.151017168,2.683106456,1.484058331,28.026452,4.201045801,4.747174948,1.423611263,2.320716175,2.550442021,2.217885729,4.900401118
91,180.786152,14.2978485,13.55590359,2.930939497,26.0499781,86.46946431,3.84913552,2.319701723,21.29467073,0.151036136,2.682683613,1.484350811,28.02681356,4.201077766,4.746850155,1.423251984,2.320421326,2.550309322,2.217868171,4.900421847
92,180.8147983,14.29971256,13.55900191,2.931748916,26.06870087,86.53812862,3.842829849,2.319747999,21.30468921,0.15105507,2.682260541,1.484638842,28.02716681,4.201109071,4.746523949,1.422892583,2.320124628,2.550167008,2.217850636,4.900443014
93,180.8436483,14.3015729,13.56212706,2.932558543,26.08746039,86.60723403,3.836539872,2.319795671,21.31467991,0.151073967,2.68183726,1.484922496,28.02751182,4.201139726,4.746196327,1.422533119,2.319825883,2.550015008,2.217833109,4.9004646
94,180.8726916,14.30342933,13.5652784,2.933368487,26.10625381,86.67678467,3.830265545,2.319844738,21.32464274,0.151092825,2.681413788,1.485201629,28.02784856,4.201169746,4.745867319,1.422173628,2.319525059,2.549853317,2.21781559,4.900486595
95,180.9019178,14.30528164,13.56845532,2.934178857,26.12507824,86.74678833,3.824006822,2.319895087,21.33457757,0.151111641,2.680990144,1.485476284,28.02817709,4.201199143,4.745536925,1.421814103,2.319222215,2.54968184,2.217798072,4.90050902
96,180.9313162,14.30712964,13.57165716,2.934989766,26.14393078,86.81725362,3.817763666,2.319946716,21.3444843,0.151130412,2.680566344,1.485746577,28.02849744,4.201227934,4.745205218,1.421454633,2.318917296,2.549500592,2.217780556,4.900531886
97,180.9608761,14.30897319,13.57488328,2.93580133,26.16280846,86.88817531,3.811536035,2.319999502,21.35436282,0.151149136,2.680142411,1.486012425,28.02880969,4.20125614,4.7448722,1.421095174,2.318610372,2.549309583,2.217763041,4.900555177
98,180.9905864,14.31081208,13.578133,2.936613665,26.1817083,86.95955175,3.805323951,2.32005344,21.36421303,0.151167808,2.679718368,1.486273732,28.02911397,4.201283775,4.744537932,1.420735671,2.31830138,2.549108876,2.217745519,4.900578888
99,181.0204358,14.31264612,13.58140567,2.937426892,26.2006273,87.03141727,3.79912738,2.320108407,21.37403484,0.151186424,2.679294225,1.486530457,28.0294104,4.201310861,4.744202416,1.420376132,2.31799009,2.548898387,2.217727995,4.900603004
100,181.0504129,14.3144751,13.5847006,2.938241133,26.21956241,87.10381177,3.79294628,2.320164393,21.38382813,0.151204982,2.67887,1.486782539,28.02969908,4.201337419,4.74386572,1.420016561,2.317676441,2.548678057,2.217710469,4.900627542
101,181.080506,14.3162988,13.5880171,2.939056513,26.23851057,87.17676485,3.786780607,2.320221257,21.38749381,0.151223476,2.678445702,1.487030052,28.02998013,4.201363472,4.743527852,1.419656863,2.317360461,2.548447824,2.217692939,4.900652506
102,181.1107034,14.31811701,13.59135448,2.939873181,26.25746869,87.250308,3.780630321,2.320278984,21.39721168,0.151241905,2.678021345,1.487273016,28.03025365,4.201389042,4.74318883,1.419297053,2.317042041,2.548207729,2.217675404,4.9006779
103,181.1409929,14.31992953,13.59471203,2.940691288,26.27643363,87.32447618,3.774495382,2.320337447,21.40690218,0.151260266,2.677596936,1.487511324,28.03051972,4.201414158,4.742848662,1.418937147,2.316720986,2.547957802,2.217657866,4.900703715
104,181.1713622,14.32173615,13.59808903,2.94151096,26.29540366,87.39930041,3.768375746,2.320396628,21.41656517,0.151278556,2.677172471,1.487744779,28.03077837,4.20143885,4.742507401,1.418577186,2.316397226,2.547698047,2.217640324,4.900729933
105,181.2017997,14.32353671,13.60148475,2.942332327,26.31437705,87.47481361,3.762271303,2.320456399,21.42620049,0.151296773,2.676747969,1.487973395,28.03102974,4.20146314,4.742165055,1.4182172,2.316070755,2.547428457,2.21762278,4.900756541
106,181.2322932,14.325331,13.60489847,2.94315551,26.33335329,87.55104054,3.756181944,2.32051674,21.43580801,0.151314915,2.676323446,1.488197089,28.03127395,4.201487051,4.74182162,1.417857187,2.315741517,2.547149066,2.217605234,4.900783523
107,181.2628307,14.3271188,13.60832944,2.943980635,26.35233057,87.62800694,3.750107624,2.320577533,21.44538759,0.151332983,2.675898926,1.488415701,28.03151109,4.201510642,4.741477103,1.417497181,2.315409484,2.546859773,2.217587696,4.900810863
108,181.2933996,14.32889987,13.6117769,2.944807905,26.37130718,87.70573608,3.744048298,2.320638752,21.45493908,0.151350974,2.675474418,1.488629382,28.03174119,4.201533953,4.741131484,1.417137234,2.315074738,2.546560675,2.217570168,4.900838566
109,181.3239965,14.33067399,13.6152401,2.945637526,26.39028137,87.78425053,3.738003922,2.320700294,21.46446236,0.151368887,2.675049939,1.488838083,28.03196434,4.201557007,4.740784772,1.416777353,2.31473732,2.546251799,2.217552653,4.900866642
110,181.3546178,14.33244094,13.61871866,2.946469708,26.40925138,87.86357314,3.731974453,2.32076213,21.47395729,0.151386722,2.674625495,1.489041709,28.03218065,4.201579822,4.740436956,1.416417635,2.314397407,2.545933177,2.217535148,4.900895075
