,pH(t-1),DO(t-1),NH3-N(t-1),TOC(t-1),EVP(t-1),GST_AVE(t-1),PRE(t-1),PRS_AVE(t-1),RHU_AVE(t-1),SSD(t-1),TEM_AVE(t-1),WIN_AVE(t-1),pH(t),DO(t),NH3-N(t),TOC(t)
2017/6/5 8:00,7.51,5.76,0.12,1.46,44,346,11,9819,84,71,295,29,7.46,5.82,0.15,1.52
2017/6/5 12:00,7.46,5.82,0.15,1.52,44,346,11,9819,84,71,295,29,7.56,5.99,0.12,1.6
2017/6/5 16:00,7.56,5.99,0.12,1.6,44,346,11,9819,84,71,295,29,7.68,6.04,0.08,1.88
2017/6/5 20:00,7.68,6.04,0.08,1.88,44,346,11,9819,84,71,295,29,7.62,5.85,0.08,1.65
2017/6/6 0:00,7.62,5.85,0.08,1.65,54,335,0,9835,76,94,302,34,7.52,5.73,0.11,1.61
2017/6/6 4:00,7.52,5.73,0.11,1.61,54,335,0,9835,76,94,302,34,7.49,5.69,0.11,1.61
2017/6/6 8:00,7.49,5.69,0.11,1.61,54,335,0,9835,76,94,302,34,7.43,5.67,0.09,1.6
2017/6/6 12:00,7.43,5.67,0.09,1.6,54,335,0,9835,76,94,302,34,7.53,5.87,0.08,1.75
2017/6/6 16:00,7.53,5.87,0.08,1.75,54,335,0,9835,76,94,302,34,7.44,5.86,0.08,1.72
2017/6/6 20:00,7.44,5.86,0.08,1.72,54,335,0,9835,76,94,302,34,7.4,5.89,0.09,1.74
2017/6/7 0:00,7.4,5.89,0.09,1.74,44,308,84,9896,81,74,280,35,7.37,5.8,0.09,1.52
2017/6/7 4:00,7.37,5.8,0.09,1.52,44,308,84,9896,81,74,280,35,7.39,5.8,0.08,1.5
2017/6/7 8:00,7.39,5.8,0.08,1.5,44,308,84,9896,81,74,280,35,7.48,5.72,0.08,1.54
2017/6/7 12:00,7.48,5.72,0.08,1.54,44,308,84,9896,81,74,280,35,7.65,5.7,0.5,1.54
2017/6/7 16:00,7.65,5.7,0.5,1.54,44,308,84,9896,81,74,280,35,7.65,5.7,0.5,1.54
2017/6/7 20:00,7.65,5.7,0.5,1.54,44,308,84,9896,81,74,280,35,7.65,5.7,0.5,1.54
2017/6/8 0:00,7.65,5.7,0.5,1.54,25,282,98,9920,90,7,262,14,7.65,5.7,0.5,1.54
2017/6/8 4:00,7.65,5.7,0.5,1.54,25,282,98,9920,90,7,262,14,7.32,4.79,0.5,2.14
2017/6/8 8:00,7.32,4.79,0.5,2.14,25,282,98,9920,90,7,262,14,7.23,4.85,0.5,1.84
2017/6/8 12:00,7.23,4.85,0.5,1.84,25,282,98,9920,90,7,262,14,6.95,5.02,0.17,2.07
2017/6/8 16:00,6.95,5.02,0.17,2.07,25,282,98,9920,90,7,262,14,7.67,5.05,0.51,2.18
2017/6/8 20:00,7.67,5.05,0.51,2.18,25,282,98,9920,90,7,262,14,7.47,4.73,0.15,2.15
2017/6/9 0:00,7.47,4.73,0.15,2.15,22,269,39,9906,89,0,265,24,7.22,4.33,0.14,2.1
2017/6/9 4:00,7.22,4.33,0.14,2.1,22,269,39,9906,89,0,265,24,7.19,4.03,0.15,2.12
2017/6/9 8:00,7.19,4.03,0.15,2.12,22,269,39,9906,89,0,265,24,7.19,4.01,0.13,2.31
2017/6/9 12:00,7.19,4.01,0.13,2.31,22,269,39,9906,89,0,265,24,6.55,4.09,0.11,2.2
2017/6/9 16:00,6.55,4.09,0.11,2.2,22,269,39,9906,89,0,265,24,7.96,4.49,0.14,1.8
2017/6/9 20:00,7.96,4.49,0.14,1.8,22,269,39,9906,89,0,265,24,7.86,4.41,0.14,1.89
2017/6/10 0:00,7.86,4.41,0.14,1.89,34,281,123,9895,89,61,267,31,7.74,4.46,0.14,1.9
2017/6/10 4:00,7.74,4.46,0.14,1.9,34,281,123,9895,89,61,267,31,7.74,4.5,0.13,1.93
2017/6/10 8:00,7.74,4.5,0.13,1.93,34,281,123,9895,89,61,267,31,7.57,4.49,0.12,1.91
2017/6/10 12:00,7.57,4.49,0.12,1.91,34,281,123,9895,89,61,267,31,7.88,4.84,0.12,1.87
2017/6/10 16:00,7.88,4.84,0.12,1.87,34,281,123,9895,89,61,267,31,7.99,4.82,0.1,2.8
2017/6/10 20:00,7.99,4.82,0.1,2.8,34,281,123,9895,89,61,267,31,7.92,4.86,0.13,1.92
2017/6/11 0:00,7.92,4.86,0.13,1.92,29,284,109,9893,91,39,271,23,7.84,4.71,0.15,1.8
2017/6/11 4:00,7.84,4.71,0.15,1.8,29,284,109,9893,91,39,271,23,7.78,4.69,0.12,1.92
2017/6/11 8:00,7.78,4.69,0.12,1.92,29,284,109,9893,91,39,271,23,7.73,4.76,0.12,2.53
2017/6/11 12:00,7.73,4.76,0.12,2.53,29,284,109,9893,91,39,271,23,7.96,4.84,0.1,1.96
2017/6/11 16:00,7.96,4.84,0.1,1.96,29,284,109,9893,91,39,271,23,8.06,4.81,0.13,1.81
2017/6/11 20:00,8.06,4.81,0.13,1.81,29,284,109,9893,91,39,271,23,7.69,4.64,0.13,1.84
2017/6/12 0:00,7.69,4.64,0.13,1.84,30,304,0,9884,86,83,278,28,7.63,4.39,0.15,1.96
2017/6/12 4:00,7.63,4.39,0.15,1.96,30,304,0,9884,86,83,278,28,7.62,4.32,0.15,1.79
2017/6/12 8:00,7.62,4.32,0.15,1.79,30,304,0,9884,86,83,278,28,7.64,4.59,0.12,1.98
2017/6/12 12:00,7.64,4.59,0.12,1.98,30,304,0,9884,86,83,278,28,7.79,4.72,0.15,1.72
2017/6/12 16:00,7.79,4.72,0.15,1.72,30,304,0,9884,86,83,278,28,7.8,4.76,0.1,1.9
2017/6/12 20:00,7.8,4.76,0.1,1.9,30,304,0,9884,86,83,278,28,7.43,4.6,0.14,2.18
2017/6/13 0:00,7.43,4.6,0.14,2.18,30,318,0,9868,81,88,295,23,7.35,4.59,0.12,2.79
2017/6/13 4:00,7.35,4.59,0.12,2.79,30,318,0,9868,81,88,295,23,7.29,4.6,0.14,1.79
2017/6/13 8:00,7.29,4.6,0.14,1.79,30,318,0,9868,81,88,295,23,7.23,4.61,0.13,1.79
2017/6/13 12:00,7.23,4.61,0.13,1.79,30,318,0,9868,81,88,295,23,7.48,4.86,0.11,1.89
2017/6/13 16:00,7.48,4.86,0.11,1.89,30,318,0,9868,81,88,295,23,7.54,4.86,0.12,2.18
2017/6/13 20:00,7.54,4.86,0.12,2.18,30,318,0,9868,81,88,295,23,7.35,4.78,0.13,2.76
2017/6/14 0:00,7.35,4.78,0.13,2.76,36,290,13,9874,87,45,275,24,7.24,4.59,0.11,1.94
2017/6/14 4:00,7.24,4.59,0.11,1.94,36,290,13,9874,87,45,275,24,7.25,4.58,0.12,1.95
2017/6/14 8:00,7.25,4.58,0.12,1.95,36,290,13,9874,87,45,275,24,7.22,4.43,0.1,1.84
2017/6/14 12:00,7.22,4.43,0.1,1.84,36,290,13,9874,87,45,275,24,7.46,4.63,0.11,1.57
2017/6/14 16:00,7.46,4.63,0.11,1.57,36,290,13,9874,87,45,275,24,7.56,4.69,0.16,2.38
2017/6/14 20:00,7.56,4.69,0.16,2.38,36,290,13,9874,87,45,275,24,7.41,4.41,0.14,1.86
2017/6/15 0:00,7.41,4.41,0.14,1.86,26,270,1,9896,95,26,262,26,7.32,4.51,0.11,2.39
2017/6/15 4:00,7.32,4.51,0.11,2.39,26,270,1,9896,95,26,262,26,7.27,4.64,0.09,2.46
2017/6/15 8:00,7.27,4.64,0.09,2.46,26,270,1,9896,95,26,262,26,7.34,4.85,0.12,2.13
2017/6/15 12:00,7.34,4.85,0.12,2.13,26,270,1,9896,95,26,262,26,7.52,5.29,0.14,1.91
2017/6/15 16:00,7.52,5.29,0.14,1.91,26,270,1,9896,95,26,262,26,7.42,5.23,0.12,2.75
2017/6/15 20:00,7.42,5.23,0.12,2.75,26,270,1,9896,95,26,262,26,7.34,4.89,0.13,1.93
2017/6/16 0:00,7.34,4.89,0.13,1.93,36,311,0,9883,85,82,279,20,7.38,4.75,0.11,1.94
2017/6/16 4:00,7.38,4.75,0.11,1.94,36,311,0,9883,85,82,279,20,7.39,4.6,0.1,1.78
2017/6/16 8:00,7.39,4.6,0.1,1.78,36,311,0,9883,85,82,279,20,7.33,4.71,0.1,1.79
2017/6/16 12:00,7.33,4.71,0.1,1.79,36,311,0,9883,85,82,279,20,7.4,4.98,0.09,1.87
2017/6/16 16:00,7.4,4.98,0.09,1.87,36,311,0,9883,85,82,279,20,7.46,4.9,0.1,1.91
2017/6/16 20:00,7.46,4.9,0.1,1.91,36,311,0,9883,85,82,279,20,7.39,5.08,0.12,1.84
2017/6/17 0:00,7.39,5.08,0.12,1.84,22,263,170,9871,95,0,254,12,7.32,5.39,0.07,2.01
2017/6/17 4:00,7.32,5.39,0.07,2.01,22,263,170,9871,95,0,254,12,7.34,5.54,0.1,1.95
2017/6/17 8:00,7.34,5.54,0.1,1.95,22,263,170,9871,95,0,254,12,7.33,5.53,0.05,2.03
2017/6/17 12:00,7.33,5.53,0.05,2.03,22,263,170,9871,95,0,254,12,7.44,5.81,0.06,2.1
2017/6/17 16:00,7.44,5.81,0.06,2.1,22,263,170,9871,95,0,254,12,7.49,5.86,0.08,2.28
2017/6/17 20:00,7.49,5.86,0.08,2.28,22,263,170,9871,95,0,254,12,7.45,5.81,0.09,2.11
2017/6/18 0:00,7.45,5.81,0.09,2.11,24,268,0,9871,82,2,255,16,7.4,5.71,0.11,3.25
2017/6/18 4:00,7.4,5.71,0.11,3.25,24,268,0,9871,82,2,255,16,7.42,5.8,0.08,2.36
2017/6/18 8:00,7.42,5.8,0.08,2.36,24,268,0,9871,82,2,255,16,7.41,5.89,0.08,2.28
2017/6/18 12:00,7.41,5.89,0.08,2.28,24,268,0,9871,82,2,255,16,7.51,6.13,0.07,2.38
2017/6/18 16:00,7.51,6.13,0.07,2.38,24,268,0,9871,82,2,255,16,7.56,6.05,0.11,2.23
2017/6/18 20:00,7.56,6.05,0.11,2.23,24,268,0,9871,82,2,255,16,7.5,5.77,0.09,2.28
2017/6/19 0:00,7.5,5.77,0.09,2.28,38,279,0,9864,76,75,268,20,7.45,5.59,0.1,2.35
2017/6/19 4:00,7.45,5.59,0.1,2.35,38,279,0,9864,76,75,268,20,7.42,5.47,0.11,2.35
2017/6/19 8:00,7.42,5.47,0.11,2.35,38,279,0,9864,76,75,268,20,7.39,5.5,0.1,2.35
2017/6/19 12:00,7.39,5.5,0.1,2.35,38,279,0,9864,76,75,268,20,6.62,8.65,0.52,4.71
2017/6/19 16:00,6.62,8.65,0.52,4.71,38,279,0,9864,76,75,268,20,7.64,5.58,0.17,2.35
2017/6/19 20:00,7.64,5.58,0.17,2.35,38,279,0,9864,76,75,268,20,7.45,5.55,0.28,2.61
2017/6/20 0:00,7.45,5.55,0.28,2.61,29,278,1,9863,84,8,272,24,7.33,5.52,0.31,2.39
2017/6/20 4:00,7.33,5.52,0.31,2.39,29,278,1,9863,84,8,272,24,7.36,5.37,0.38,2.39
2017/6/20 8:00,7.36,5.37,0.38,2.39,29,278,1,9863,84,8,272,24,7.36,5.23,0.43,2.38
2017/6/20 12:00,7.36,5.23,0.43,2.38,29,278,1,9863,84,8,272,24,7.64,5.45,0.11,2.5
2017/6/20 16:00,7.64,5.45,0.11,2.5,29,278,1,9863,84,8,272,24,7.49,5.57,0.11,2.11
2017/6/20 20:00,7.49,5.57,0.11,2.11,29,278,1,9863,84,8,272,24,7.4,5.51,0.11,2.11
2017/6/21 0:00,7.4,5.51,0.11,2.11,21,283,143,9854,91,0,266,19,7.42,5.52,0.13,2.11
2017/6/21 4:00,7.42,5.52,0.13,2.11,21,283,143,9854,91,0,266,19,7.46,5.3,0.11,2.11
2017/6/21 8:00,7.46,5.3,0.11,2.11,21,283,143,9854,91,0,266,19,7.43,5.16,0.04,3.52
2017/6/21 12:00,7.43,5.16,0.04,3.52,21,283,143,9854,91,0,266,19,7.55,5.14,0.09,2.24
2017/6/21 16:00,7.55,5.14,0.09,2.24,21,283,143,9854,91,0,266,19,7.54,5.22,0.09,2.24
2017/6/21 20:00,7.54,5.22,0.09,2.24,21,283,143,9854,91,0,266,19,7.46,5.5,0.05,2.26
2017/6/22 0:00,7.46,5.5,0.05,2.26,17,278,136,9852,95,11,258,21,7.39,5.34,0.09,2.88
2017/6/22 4:00,7.39,5.34,0.09,2.88,17,278,136,9852,95,11,258,21,7.44,5.11,0.08,2.24
2017/6/22 8:00,7.44,5.11,0.08,2.24,17,278,136,9852,95,11,258,21,7.44,5.14,0.09,4.36
2017/6/22 12:00,7.44,5.14,0.09,4.36,17,278,136,9852,95,11,258,21,7.5,5.2,0.04,2.33
2017/6/22 16:00,7.5,5.2,0.04,2.33,17,278,136,9852,95,11,258,21,7.55,5.22,0.06,2.34
2017/6/22 20:00,7.55,5.22,0.06,2.34,17,278,136,9852,95,11,258,21,7.53,5.23,0.06,2.59
2017/6/23 0:00,7.53,5.23,0.06,2.59,30,275,1,9867,92,21,273,30,7.48,5.56,0.09,2.12
2017/6/23 4:00,7.48,5.56,0.09,2.12,30,275,1,9867,92,21,273,30,7.48,5.86,0.08,2.32
2017/6/23 8:00,7.48,5.86,0.08,2.32,30,275,1,9867,92,21,273,30,7.49,5.97,0.09,2.99
2017/6/23 12:00,7.49,5.97,0.09,2.99,30,275,1,9867,92,21,273,30,7.68,6.04,0.09,2.22
2017/6/23 16:00,7.68,6.04,0.09,2.22,30,275,1,9867,92,21,273,30,7.57,5.49,0.04,2.42
2017/6/23 20:00,7.57,5.49,0.04,2.42,30,275,1,9867,92,21,273,30,7.52,5.23,0.19,2.32
2017/6/24 0:00,7.52,5.23,0.19,2.32,35,298,0,9873,83,101,287,31,7.5,5.47,0.09,2.08
2017/6/24 4:00,7.5,5.47,0.09,2.08,35,298,0,9873,83,101,287,31,7.49,5.24,0.12,2.67
2017/6/24 8:00,7.49,5.24,0.12,2.67,35,298,0,9873,83,101,287,31,7.5,5.17,0.1,3.16
2017/6/24 12:00,7.5,5.17,0.1,3.16,35,298,0,9873,83,101,287,31,7.62,5.24,0.02,2.68
2017/6/24 16:00,7.62,5.24,0.02,2.68,35,298,0,9873,83,101,287,31,7.6,5.37,0.08,2.8
2017/6/24 20:00,7.6,5.37,0.08,2.8,35,298,0,9873,83,101,287,31,7.54,5.17,0.15,2.3
2017/6/25 0:00,7.54,5.17,0.15,2.3,38,302,0,9865,81,97,293,24,7.51,5.07,0.15,2.54
2017/6/25 4:00,7.51,5.07,0.15,2.54,38,302,0,9865,81,97,293,24,7.5,5.2,0.07,2.84
2017/6/25 8:00,7.5,5.2,0.07,2.84,38,302,0,9865,81,97,293,24,7.49,5.19,0.13,2.8
2017/6/25 12:00,7.49,5.19,0.13,2.8,38,302,0,9865,81,97,293,24,7.62,5.52,0.14,2.11
2017/6/25 16:00,7.62,5.52,0.14,2.11,38,302,0,9865,81,97,293,24,7.54,5.51,0.17,3.11
2017/6/25 20:00,7.54,5.51,0.17,3.11,38,302,0,9865,81,97,293,24,7.49,5.32,0.14,2.34
2017/6/26 0:00,7.49,5.32,0.14,2.34,36,293,0,9872,86,44,285,14,7.46,5.24,0.14,2.57
2017/6/26 4:00,7.46,5.24,0.14,2.57,36,293,0,9872,86,44,285,14,7.46,5.3,0.13,2.26
2017/6/26 8:00,7.46,5.3,0.13,2.26,36,293,0,9872,86,44,285,14,7.46,5.41,0.06,2.19
2017/6/26 12:00,7.46,5.41,0.06,2.19,36,293,0,9872,86,44,285,14,7.56,5.68,0.05,1.9
2017/6/26 16:00,7.56,5.68,0.05,1.9,36,293,0,9872,86,44,285,14,7.58,5.69,0.08,2.21
2017/6/26 20:00,7.58,5.69,0.08,2.21,36,293,0,9872,86,44,285,14,7.52,5.49,0.12,2.34
2017/6/27 0:00,7.52,5.49,0.12,2.34,31,293,18,9893,93,62,272,21,7.44,5.45,0.07,3.04
2017/6/27 4:00,7.44,5.45,0.07,3.04,31,293,18,9893,93,62,272,21,7.42,5.56,0.03,2.38
2017/6/27 8:00,7.42,5.56,0.03,2.38,31,293,18,9893,93,62,272,21,7.43,5.57,0.06,2.4
2017/6/27 12:00,7.43,5.57,0.06,2.4,31,293,18,9893,93,62,272,21,7.51,5.42,0.27,2.69
2017/6/27 16:00,7.51,5.42,0.27,2.69,31,293,18,9893,93,62,272,21,7.54,5.28,2.21,2.56
2017/6/27 20:00,7.54,5.28,2.21,2.56,31,293,18,9893,93,62,272,21,7.52,5.56,0.11,2.7
2017/6/28 0:00,7.52,5.56,0.11,2.7,25,284,26,9899,90,40,263,12,7.53,6.23,0.08,2.29
2017/6/28 4:00,7.53,6.23,0.08,2.29,25,284,26,9899,90,40,263,12,7.53,6.07,0.11,2.39
2017/6/28 8:00,7.53,6.07,0.11,2.39,25,284,26,9899,90,40,263,12,7.54,6.05,0.12,2.18
2017/6/28 12:00,7.54,6.05,0.12,2.18,25,284,26,9899,90,40,263,12,7.6,6.26,0.14,2.38
2017/6/28 16:00,7.6,6.26,0.14,2.38,25,284,26,9899,90,40,263,12,7.62,6.19,0.15,2.19
2017/6/28 20:00,7.62,6.19,0.15,2.19,25,284,26,9899,90,40,263,12,7.58,5.93,0.14,2.14
2017/6/29 0:00,7.58,5.93,0.14,2.14,27,279,41,9909,88,19,271,32,7.55,5.82,0.13,2.19
2017/6/29 4:00,7.55,5.82,0.13,2.19,27,279,41,9909,88,19,271,32,7.55,5.84,0.14,2.18
2017/6/29 8:00,7.55,5.84,0.14,2.18,27,279,41,9909,88,19,271,32,7.56,6.07,0.1,2.22
2017/6/29 12:00,7.56,6.07,0.1,2.22,27,279,41,9909,88,19,271,32,7.63,6.21,0.11,2.24
2017/6/29 16:00,7.63,6.21,0.11,2.24,27,279,41,9909,88,19,271,32,7.66,6.31,0.13,2.16
2017/6/29 20:00,7.66,6.31,0.13,2.16,27,279,41,9909,88,19,271,32,7.63,6.11,0.14,2.38
2017/6/30 0:00,7.63,6.11,0.14,2.38,45,292,0,9898,82,73,280,32,7.6,6.08,0.13,2.29
2017/6/30 4:00,7.6,6.08,0.13,2.29,45,292,0,9898,82,73,280,32,7.59,6.05,0.1,2.26
2017/6/30 8:00,7.59,6.05,0.1,2.26,45,292,0,9898,82,73,280,32,7.56,6.09,0.08,2.23
2017/6/30 12:00,7.56,6.09,0.08,2.23,45,292,0,9898,82,73,280,32,7.59,6.24,0.08,2.38
2017/6/30 16:00,7.59,6.24,0.08,2.38,45,292,0,9898,82,73,280,32,7.62,6.3,0.14,2.21
2017/6/30 20:00,7.62,6.3,0.14,2.21,45,292,0,9898,82,73,280,32,7.57,6.21,0.1,2.38
2017/7/1 0:00,7.57,6.21,0.1,2.38,40,288,1,9881,85,23,267,34,7.55,6.23,0.11,2.24
2017/7/1 4:00,7.55,6.23,0.11,2.24,40,288,1,9881,85,23,267,34,7.56,6.21,0.08,2.09
2017/7/1 8:00,7.56,6.21,0.08,2.09,40,288,1,9881,85,23,267,34,7.56,6.33,0.1,2.05
2017/7/1 12:00,7.56,6.33,0.1,2.05,40,288,1,9881,85,23,267,34,7.63,6.61,0.09,2.56
2017/7/1 16:00,7.63,6.61,0.09,2.56,40,288,1,9881,85,23,267,34,7.61,6.45,0.09,2.09
2017/7/1 20:00,7.61,6.45,0.09,2.09,40,288,1,9881,85,23,267,34,7.61,6.45,0.09,2.09
2017/7/2 0:00,7.61,6.45,0.09,2.09,26,298,49,9857,87,20,275,26,7.61,6.45,0.09,2.09
2017/7/2 4:00,7.61,6.45,0.09,2.09,26,298,49,9857,87,20,275,26,7.61,6.45,0.09,2.09
2017/7/2 8:00,7.61,6.45,0.09,2.09,26,298,49,9857,87,20,275,26,7.61,6.45,0.09,2.09
2017/7/2 12:00,7.61,6.45,0.09,2.09,26,298,49,9857,87,20,275,26,7.61,6.45,0.09,2.09
2017/7/2 16:00,7.61,6.45,0.09,2.09,26,298,49,9857,87,20,275,26,7.61,6.45,0.09,2.09
2017/7/2 20:00,7.61,6.45,0.09,2.09,26,298,49,9857,87,20,275,26,7.61,6.45,0.09,2.09
2017/7/3 0:00,7.61,6.45,0.09,2.09,11,255,513,9848,96,0,253,23,7.61,6.45,0.09,2.09
2017/7/3 4:00,7.61,6.45,0.09,2.09,11,255,513,9848,96,0,253,23,7.46,6.34,0.05,2.18
2017/7/3 8:00,7.46,6.34,0.05,2.18,11,255,513,9848,96,0,253,23,7.44,6.51,0.07,2.22
2017/7/3 12:00,7.44,6.51,0.07,2.22,11,255,513,9848,96,0,253,23,7.47,6.64,0.1,2.46
2017/7/3 16:00,7.47,6.64,0.1,2.46,11,255,513,9848,96,0,253,23,7.42,6.42,0.11,2.46
2017/7/3 20:00,7.42,6.42,0.11,2.46,11,255,513,9848,96,0,253,23,7.42,6.27,0.1,2.94
2017/7/4 0:00,7.42,6.27,0.1,2.94,20,281,514,9854,92,36,261,14,7.38,6.1,0.09,2.68
2017/7/4 4:00,7.38,6.1,0.09,2.68,20,281,514,9854,92,36,261,14,7.34,6.17,0.08,2.73
2017/7/4 8:00,7.34,6.17,0.08,2.73,20,281,514,9854,92,36,261,14,7.32,6.38,0.11,2.65
2017/7/4 12:00,7.32,6.38,0.11,2.65,20,281,514,9854,92,36,261,14,7.36,6.46,0.06,2.62
2017/7/4 16:00,7.36,6.46,0.06,2.62,20,281,514,9854,92,36,261,14,7.34,6.41,0.11,2.72
2017/7/4 20:00,7.34,6.41,0.11,2.72,20,281,514,9854,92,36,261,14,7.27,6.23,0.1,2.94
2017/7/5 0:00,7.27,6.23,0.1,2.94,23,265,61,9877,94,24,255,23,7.21,6.12,0.1,2.86
2017/7/5 4:00,7.21,6.12,0.1,2.86,23,265,61,9877,94,24,255,23,7.2,6.08,0.09,4.69
2017/7/5 8:00,7.2,6.08,0.09,4.69,23,265,61,9877,94,24,255,23,7.21,6.6,0.1,3.39
2017/7/5 12:00,7.21,6.6,0.1,3.39,23,265,61,9877,94,24,255,23,7.26,6.63,0.13,3.39
2017/7/5 16:00,7.26,6.63,0.13,3.39,23,265,61,9877,94,24,255,23,7.33,6.21,0.09,2.97
2017/7/5 20:00,7.33,6.21,0.09,2.97,23,265,61,9877,94,24,255,23,7.35,6.18,0.12,2.96
2017/7/6 0:00,7.35,6.18,0.12,2.96,26,295,192,9895,88,58,274,35,7.34,6.42,0.12,2.59
2017/7/6 4:00,7.34,6.42,0.12,2.59,26,295,192,9895,88,58,274,35,7.37,6.7,0.18,2.35
2017/7/6 8:00,7.37,6.7,0.18,2.35,26,295,192,9895,88,58,274,35,7.36,6.8,0.1,2.37
2017/7/6 12:00,7.36,6.8,0.1,2.37,26,295,192,9895,88,58,274,35,7.42,6.79,0.11,2.84
2017/7/6 16:00,7.42,6.79,0.11,2.84,26,295,192,9895,88,58,274,35,7.5,6.74,0.11,2.47
2017/7/6 20:00,7.5,6.74,0.11,2.47,26,295,192,9895,88,58,274,35,7.47,6.95,0.08,2.25
2017/7/7 0:00,7.47,6.95,0.08,2.25,31,301,7,9886,83,80,285,25,7.37,6.89,0.09,2.17
2017/7/7 4:00,7.37,6.89,0.09,2.17,31,301,7,9886,83,80,285,25,7.33,6.85,0.12,2.46
2017/7/7 8:00,7.33,6.85,0.12,2.46,31,301,7,9886,83,80,285,25,7.29,6.97,0.08,2.22
2017/7/7 12:00,7.29,6.97,0.08,2.22,31,301,7,9886,83,80,285,25,7.35,7.09,0.08,2.22
2017/7/7 16:00,7.35,7.09,0.08,2.22,31,301,7,9886,83,80,285,25,7.35,7.09,0.08,2.22
2017/7/7 20:00,7.35,7.09,0.08,2.22,31,301,7,9886,83,80,285,25,7.35,7.09,0.08,2.22
2017/7/8 0:00,7.35,7.09,0.08,2.22,38,301,1,9879,87,54,279,24,7.35,7.09,0.08,2.22
2017/7/8 4:00,7.35,7.09,0.08,2.22,38,301,1,9879,87,54,279,24,7.35,7.09,0.08,2.22
2017/7/8 8:00,7.35,7.09,0.08,2.22,38,301,1,9879,87,54,279,24,7.31,7.21,0.06,3.16
2017/7/8 12:00,7.31,7.21,0.06,3.16,38,301,1,9879,87,54,279,24,7.31,7.21,0.06,3.16
2017/7/8 16:00,7.31,7.21,0.06,3.16,38,301,1,9879,87,54,279,24,7.31,7.21,0.06,3.16
2017/7/8 20:00,7.31,7.21,0.06,3.16,38,301,1,9879,87,54,279,24,7.31,7.21,0.06,3.16
2017/7/9 0:00,7.31,7.21,0.06,3.16,40,289,4,9889,88,60,268,28,7.31,7.21,0.06,3.16
2017/7/9 4:00,7.31,7.21,0.06,3.16,40,289,4,9889,88,60,268,28,7.31,7.21,0.06,3.16
2017/7/9 8:00,7.31,7.21,0.06,3.16,40,289,4,9889,88,60,268,28,7.31,7.21,0.06,3.16
2017/7/9 12:00,7.31,7.21,0.06,3.16,40,289,4,9889,88,60,268,28,7.41,7.72,0.07,1.86
2017/7/9 16:00,7.41,7.72,0.07,1.86,40,289,4,9889,88,60,268,28,7.49,7.47,0.1,1.9
2017/7/9 20:00,7.49,7.47,0.1,1.9,40,289,4,9889,88,60,268,28,7.4,7.09,0.06,1.82
2017/7/10 0:00,7.4,7.09,0.06,1.82,34,280,38,9889,91,44,266,35,7.34,6.9,0.09,2.52
2017/7/10 4:00,7.34,6.9,0.09,2.52,34,280,38,9889,91,44,266,35,7.33,6.94,0.09,1.75
